"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"cfdf1ac570843755517112c144f3a6a4","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter_Eubacterium",NA
"52bebfc4ce3e4bb1540a2d252922ee64","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium",NA
"13ca5f451b9f2f410228d52e59897682","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Carboxydothermus",NA
"7dcc87322ab3347207d348b7ac0015e5","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Syntrophomonas",NA
"b0d3249a9a19caa02b96758387584e50","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales",NA,NA,NA
"f64874ad451f3900bdc542e2ffcb491f","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Carboxydocellaceae","Carboxydocella",NA
"e7fe23d6c2d76f57b76ed19d5bc12e39","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum",NA
"58dbd977326a33baf577041497c99cf8","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"87dfb8f8d320a4930630b0c885005320","Bacteria","Acidobacteria","Solibacteres","Solibacterales",NA,NA,NA
"2baba4b3a967ceb47881bc932f862b1d","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","Candidatus Solibacter",NA
"3ea5d17a0777acd153da05e0a9267a86","Bacteria","Acidobacteria","Solibacteres","Solibacterales","[Bryobacteraceae]",NA,NA
"e687f8a905de53adc514fa2474818141","Bacteria","Acidobacteria","Solibacteres","Solibacterales","[Bryobacteraceae]","Bryobacter",NA
"c6ba11dbecfd34a6a730acf18ea8a27a","Bacteria",NA,NA,NA,NA,NA,NA
"6aa2ca6ff486a00b4a52a9ba5f2816ff","Bacteria","Synergistetes","Synergistia","Synergistales","Dethiosulfovibrionaceae","Aminobacterium",NA
"4a015ee816034bf13159df4cc5835196","Bacteria","Synergistetes","Synergistia","Synergistales","Dethiosulfovibrionaceae","TG5",NA
"3a6824cdf9c5521ea2f38bb0e742786d","Bacteria","Synergistetes","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter",NA
"ab1d62b9f65aa20a7ed086effeb3b1af","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"a04a11b72b931e796ed97a673ee3b8f7","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"f7ee84da004b9d469dc48a4c05fdd816","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum",NA
"8e4dc053b614688332929f2242a2277c","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloramator",NA
"63dd3986b722a781191c5053e5b46443","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"48b3d8ec027a822120e678bb07258954","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella",NA
"f82a811080bf1cf89d30059e359dc5a4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum",NA
"895c81393fafc63e9f68c4ab3008707d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio",NA
"8dd5e3bd952e1bfcb5bc365df546b18b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella",NA
"4d2b58629294fb765add3a9b9106cc04","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Shuttleworthia",NA
"004ca9d14962355f711fea88ca840425","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"a247eb38087e49867e163ad470fe9969","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella",NA
"8622987ddfa6f1a7d9909f49018cb1f1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"14f71f6da9d62c42d0ca64f72e14117c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"1a06278b8ee636d8fd7e5352e07ccccb","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium",NA
"b66b291842d6cc713df95e8bb9f5e608","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium",NA
"78dc28fa7efba149e50a0b886672b744","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"4f44782d2e9483b14e4b8b3edc66c612","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"9e0cf2990d3c1b967f22b595403e1578","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"8192c8943185f7e3685adc5c71f1754b","Bacteria","Tenericutes","Mollicutes","RF39",NA,NA,NA
"e0038f6ec1f5c1a517c4580480d82268","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Oxobacter",NA
"bdbf789d6926d78d8f6519895bf0715d","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","1-68",NA
"d9edfe40997a6da1040fecb878feb158","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","WAL_1855D",NA
"57235c6bd52aed98be2d9a58824ad5f0","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Parvimonas",NA
"4f158347c50b9eae430c7b16c1113ac4","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Gallicola",NA
"8dc4520cb0b6df47a8b7d0832a252cb0","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Finegoldia",NA
"1500ad83c8bbdfa0449b79ae67171ddf","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]",NA,NA
"52012891c56fd723e28f39291a446562","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","ph2",NA
"ed81e174dd4bfc49d7a35ede3380fc2b","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus",NA
"7bfda155cd843b1bd6fedbcf59f594b1","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Tissierella_Soehngenia",NA
"2967653463b78af210ec6e579887588c","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Peptoniphilus",NA
"d5346cf0fcdb7da81c42bab9b3f1dec8","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Helcococcus",NA
"9fcdcbb110d2d2849fcd82f99e6c7e75","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Anaerovorax",NA
"6f9b074af77661736f84291b6f7fb0fc","Bacteria","Firmicutes","Clostridia","Clostridiales","[Acidaminobacteraceae]",NA,NA
"96def4c27b25d8a74ca36661632e5a69","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]",NA,NA
"7f0b063ceb89803b6b52917d30b5555b","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Mogibacterium",NA
"58720b3f1a6b6ebe96c4b03d6d26551c","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Proteocatella",NA
"18a61e213322da7e2f30412a10941814","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"c31285f29f6792318630c59114011532","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Tepidibacter",NA
"806d0ca2a27d24fca9c2cfc7e80abfba","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","[Clostridium]",NA
"d01f4ae01fbbf473f40263cbc7aca946","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","SMB53",NA
"3abf6e1d817f9a9545101492a4d6e376","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"67fa3b828cfa083d8231ef7f0c14275f","Bacteria","Firmicutes","Clostridia","Clostridiales","[Acidaminobacteraceae]","Fusibacter",NA
"db022944e74fc6531ec69fe1061fbb1a","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor",NA
"48c94c0f77aba7d213d80271a59510e4","Bacteria","Firmicutes","Clostridia","Clostridiales","[Acidaminobacteraceae]","Acidaminobacter",NA
"d304bc7f4545d539adcc4971194a64d9","Bacteria","Tenericutes","RF3","ML615J-28",NA,NA,NA
"b1ebdc7dc82cf510768b062efab89fc9","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Sharpea",NA
"9db8d3cfffad2c91e403c3b7c46caf4d","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"5e68ac3644e04032b57a2f0473fa3037","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Clostridium",NA
"e0b12a002f66a631d7db3322d42f4d6a","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"9810f76545d1b298574469f31fc16039","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","PSB-M-3",NA
"d897e821df898583baa7e832da459cfa","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]",NA
"233482005a063477531554d998a16a31","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","cc_115",NA
"a48a8bfcd1c90836773feb52c24e6366","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Caldicellulosiruptoraceae","Caldicellulosiruptor",NA
"0b12835fa498ceaf800913bca8764435","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA
"a1f62ae5bb12a8b980753fe4a6cb56c7","Bacteria","Firmicutes","Clostridia","MBA08",NA,NA,NA
"c68b0e64fd4da105b1a7ba7304a1361c","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella",NA
"d375cb5613d63988dd629b23f8140722","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Sporomusa",NA
"05d51ee61c0ff8d46d14f5a0a243c332","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"273b2166874c7fb2a29c7685a202cd07","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Acidaminococcus",NA
"a6f762cafd8a4460a0f910c7d043fcb3","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Anaerovibrio",NA
"2bf1953fe24053ccb8d7e2e15bd50fa8","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megamonas",NA
"ce5c3a7245ba9821b02fc3a42e08abe9","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Schwartzia",NA
"80a5cb9001fa1356ec097549337a0a64","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Selenomonas",NA
"79d01f65a4b4d8cd0af7f45ef1baccc7","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA
"5c76bdf5d4af155634aae61fcd866804","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"05131eda47202ff9fac2775b1cd653e8","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"066a26869b150e119af1ba42c9560827","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"471465997036f9f826d91572f04b14b6","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"451bf29868e632d1fe132f75a91f0879","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocorpusculum",NA
"8b4fa5652ac44f0450b44c17b8aa5f93","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Candidatus Methanoregula",NA
"d43073271cc957171e23d758c8cb68d0","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halococcus",NA
"6502e65d3cea7abaa11bf190668aca2d","Archaea","[Parvarchaeota]","[Micrarchaea]","[Micrarchaeles]",NA,NA,NA
"caee5146b2444b3aae59711847e9f44a","Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA
"7585007f54f45677feb7db2f29f8ae80","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","SAGMA-X",NA,NA
"f251dcd84957ba0849fd829bf83c7008","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae",NA,NA
"e1f11f8129c1f28980f9fe1107fd121c","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae","Nitrosopumilus",NA
"1c0f4637adc41331eb5bfbe303418e3d","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae",NA,NA
"612fb1a6ef8a65e82a2ce663fb04e333","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA
"ca9c2f216d9886e16424ee13b46d28bc","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"dbe661f00f7438e50ca3aea683bee978","Bacteria","Spirochaetes","[Brachyspirae]","[Brachyspirales]","Brachyspiraceae",NA,NA
"26f2526513cf4da042d55221c1fd5a51","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Fervidobacterium",NA
"9ab0bfd9cc77158be17319d0f0aa351a","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Geotoga",NA
"5fc7049e611b5ce54bcb2faeaeb2e420","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales",NA,NA,NA
"5e62cd87f41da2c11b8fefd460317178","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Chamaesiphonaceae",NA,NA
"5ecb05ba95ca1cbc43c63c2ee475d5e2","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","Gomphosphaeriaceae",NA,NA
"9c39dabdabef2f5023dcbc35a3491cf1","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Leptolyngbya",NA
"e5a39cc6b7dbb0e08f13a03e3c3d5c55","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Paulinella",NA
"92a162a8348205942c1b79e49236d1b4","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"2916f7fc61ed18ce9e514100a72cdf1f","Bacteria","Cyanobacteria","Nostocophycideae","Nostocales","Nostocaceae",NA,NA
"bbdaa445e0aba3217df9a9d20943579b","Bacteria","Cyanobacteria","Nostocophycideae","Nostocales","Nostocaceae","Dolichospermum",NA
"b437026463c43df558cb3f02c83fedec","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","Xenococcaceae",NA,NA
"d13f6be4a7da3176b111513f5701f759","Bacteria","Cyanobacteria","Oscillatoriophycideae","Oscillatoriales","Phormidiaceae","Phormidium",NA
"ef51b8589528f95136169a3e0289ed65","Bacteria","Cyanobacteria","Oscillatoriophycideae","Oscillatoriales","Phormidiaceae","Planktothrix",NA
"e67d5a210b3e47fd77277a1b4499f8c1","Bacteria","Cyanobacteria","Chloroplast","Haptophyceae",NA,NA,NA
"b5f3cfc3d7fb5e32d10b6ab51014420e","Bacteria","Cyanobacteria","Chloroplast","Cryptophyta",NA,NA,NA
"e062210a39c49719afa1148bfebf68e5","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Trebouxiophyceae","Chloroidium",NA
"4b54ca7238f26d9f9d98dc059bbf4ae1","Bacteria","Cyanobacteria","Chloroplast","Streptophyta",NA,NA,NA
"3f5609bf3fefe37e0bf2c6ad7079b206","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"efe173f10a1363fe87f97242efc82d22","Bacteria","Cyanobacteria","Chloroplast",NA,NA,NA,NA
"03e46b94db76c6bba8b70a2e0ab040d3","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta",NA,NA,NA
"850533c82d635188d1cbda5f733d2e54","Bacteria","Cyanobacteria","Chloroplast","Euglenozoa",NA,NA,NA
"5c7fe9dfbedb71ab0e28abe4b03794cf","Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"352f233438f21d82dac9b3cbdbf5244f","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Chlamydomonadaceae",NA,NA
"5f0a906f27a1a1b4ea485f622c01f400","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Chlamydomonadaceae","Acutodesmus",NA
"90ee52c93809c670f120554319c907a5","Bacteria","Chloroflexi","Anaerolineae","A31","S47",NA,NA
"a55a09f0a28fcdf810dcdfe2adb96b9a","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena",NA
"ad06a7bee3216d956caa40017f063cfa","Bacteria","Cyanobacteria","4C0d-2","YS2",NA,NA,NA
"14eaa50e2ae2d18f5eba4239f4ed2a14","Bacteria","Cyanobacteria","4C0d-2","MLE1-12",NA,NA,NA
"3f4e589ee2430f30046f5d506c059fa8","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"8bd99dda98a99254c11186a7348cfd3d","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA,NA
"babef9136e52ee48b3288bdd0035d60e","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NA
"28d59c0dc9bd9cbe43db9ae3f35cbd6a","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"2d3723d9e741a0f8fc187196cf9650d5","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces",NA
"35513afc724c91010baaee90193de7ce","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus",NA
"dc48144e9b569504cf7699486b24ac96","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae",NA,NA
"91c1fe3593f6b6f2f065f364aede6bda","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella",NA
"0d16e4a21f8651ac2f2e3318c8bef6e5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"64549d4dd408a9b53176235571b0f77d","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA
"9a79aa9fa61c27c45863d70e5de6d2ba","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Desemzia",NA
"9f8b16f780589d38ccbb4a92b6cc258b","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"d4b63af2bdda482eebb531758316c594","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"13e52764e1c08c4fd9902769bf9e022e","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"882c8043617aa3844e1e1743c7e6bc81","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA
"d3d16f870dfadf956370c3aba43e4098","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"620edd2956ede81b09704c3f3f5657fa","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",NA
"e16be6de6436803e3b84a5b5a648bb17","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",NA
"a8232b9e5fc8ad81ceda57fce3f52622","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"e1bec1c5e4949c0eb7f3ef2ea7b10463","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"4bf54a44bb85f2739e3520ace97b4eae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia",NA
"464e9bd2fd532feab2e14efc9506042e","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Alloiococcus",NA
"3d8b8988c678468a8327c21dce0f1793","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia",NA
"c9a37732d9bcedc950ebcb20ef3c9ab6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"d032f0b7125e596cf1cf1dbcfe9d87cf","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Alkalibacterium",NA
"6a9c406bbd5f2b079cbeaafc67a2bb09","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"14d81359223373c9ffa19fc19bae8e61","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anaerobacillus",NA
"f6a21089478ed90488f8e0f09037ac44","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"78b03f4a57b57350b349e7b811bb767e","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Gracilibacillus",NA
"6d350e1fecb972294579217f2a162e80","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Aeribacillus",NA
"ecfe86307ef82349547adb9ca8c879df","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix",NA
"a51b7ba65dc8b25d59001f709bbf4dce","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Bacillus",NA
"6364953b368f1d8789f6e4a865964fc8","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus",NA
"0e530bdb309bb54864ad305f4867d7bc","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"36798855e4a32be60bc9a8bb36e243c2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus",NA
"c2d41dc0a7b8eaedcf4697512aee4427","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"d664183a5c832174dbeae23531588863","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA
"e68336cbe3877270276ea7941cde2f73","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"beed46cbdfea2e2802d987194ae1aac2","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",NA
"66288c023bb2525a4d45d5c9f80c9d5c","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"21b967d1d8b72e89b56e14a01ab7c124","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae",NA,NA
"7d62d84f4851fd3e07e5166b24a5ffcf","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae","Gemella",NA
"52fe09e44f853866798e0020928bd8d0","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium",NA
"32333ba154fa6c0ec9089b120cefd32a","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"07d0062e63a21a31a692129f8fe16ac6","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter",NA
"1258e641b86b79ef481027fe220dc310","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",NA
"0e8e8013a43f936ffdbcabe02759c427","Bacteria","Firmicutes","Bacilli","Bacillales","[Thermicanaceae]","Thermicanus",NA
"d0f2883ff3106ef28d53f1bcda906bd7","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Chryseomicrobium",NA
"e529dd8d254231090225d4059f6ad2ff","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"088eb09b6b8d6f1c98cd01ebea58c2e6","Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]",NA,NA
"821d815e024f164dd17365097b9af307","Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
